CNPJ BÁSICO,Nome Municip.,Nome Cnae,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,CAPITAL SOCIAL,PORTE DA EMPRESA,result
24361943,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98836027.0,,,"1,00",1.0,
24519879,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32129638.0,,,"2000,00",1.0,
24559115,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32210297.0,,,"1000,00",1.0,
24592724,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88287680.0,,,"500,00",1.0,
24666427,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32296000.0,,,"1000,00",1.0,
24786908,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32357754.0,,,"200,00",1.0,
24882720,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32296000.0,,,"1000,00",1.0,
25004239,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32113007,,,"1000,00",1.0,
25050610,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,91727202,,,"10000,00",1.0,
25328269,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32163989,,,"1000,00",1.0,
25396784,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88682776,,,"1,00",1.0,
13367672,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,84137949.0,,,"188270,00",1.0,
14445265,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32159460.0,32.0,32324894.0,"29000,00",1.0,
13884332,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88468253,,,"1000,00",1.0,
15728127,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,33131727,,,"900000,00",1.0,
19653465,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88412051,,,"1,00",1.0,
15552436,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32267460,,,"50000,00",1.0,
18309878,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,88135580,,,"200000,00",1.0,
14266824,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98122022,,,"10000,00",1.0,
12213186,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32158864,,,"743900,00",3.0,
18864453,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88074791,,,"1000,00",1.0,
25186824,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,84817147,32.0,88535826.0,"1000,00",1.0,
1135622,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,34.0,32557440,,,"100000,00",1.0,
26069547,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32117932.0,,,"30000,00",1.0,
26441069,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32239459.0,,,"2000,00",1.0,
26539199,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32264908,,,"2500,00",1.0,
26819258,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88249879,,,"2500,00",1.0,
26904161,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32361962.0,,,"2000,00",1.0,
26904274,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88162306.0,,,"2500,00",1.0,
26918111,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32156374.0,,,"8013289,00",5.0,
27038122,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,40095000.0,,,"1000,00",1.0,
27098879,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32246090.0,,,"1000,00",1.0,
26869006,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98873327.0,,,"5000,00",1.0,
27109878,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32356821.0,,,"10000,00",1.0,
27238638,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32151206.0,,,"6000,00",3.0,
27338895,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30847079.0,,,"3000,00",1.0,
9493314,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21028800.0,,,"200000,00",3.0,
9493314,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21028800,32.0,84430500.0,"200000,00",3.0,
9493314,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,91999958.0,32.0,32158864.0,"200000,00",3.0,
27592261,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88398289.0,,,,,
27734372,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88834614.0,,,,,
27825026,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88148471.0,,,,,
27991596,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32373498.0,,,,,
28008847,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32130338.0,,,,,
28024780,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,30834525.0,,,,,
28112349,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99156953.0,,,,,
28198643,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88074791.0,,,,,
28261740,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88465705.0,,,,,
28270949,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99635076.0,,,,,
28358723,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88588074.0,,,,,
28407549,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88488465.0,,,,,
86634300,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21022330.0,,,"7000000,00",5.0,
86634300,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32296000.0,,,"7000000,00",5.0,
86634300,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,,,,"7000000,00",5.0,
86634300,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21022330.0,,,"7000000,00",5.0,
28512172,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88851181.0,,,,,
28586977,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32662148.0,,,,,
28664273,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32668073.0,,,,,
28666356,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
28666356,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,32.0,32379554.0,,,
28727135,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88458095.0,,,,,
28855905,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32131165.0,,,,,
28855905,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21022330.0,,,,,
28855905,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21022330.0,,,,,
28855905,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32131165.0,,,,,
28855905,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32131165.0,,,,,
28855905,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,,,
28864097,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88923018.0,,,,,
28972393,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32175423.0,,,,,
27406579,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,"4970000,00",5.0,
27406579,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,88093178.0,,,"4970000,00",5.0,
27406579,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,"4970000,00",5.0,
29298175,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88118244.0,,,,,
29356940,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32112990.0,32.0,32183969.0,,,
29593602,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88567944.0,,,,,
29614249,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88681190.0,,,,,
29150385,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88866840.0,,,,,
29747447,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32287676.0,32.0,32227676.0,,,
29753593,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88129173.0,,,,,
29954469,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88042994.0,,,,,
30055805,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32133503.0,,,,,
30092040,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91418173.0,,,,,
30134655,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88959344.0,,,,,
30169575,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32215549.0,,,,,
30176704,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84042201.0,,,,,
30197087,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32345469.0,,,,,
30200333,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84379353.0,,,,,
30355491,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32232131.0,,,,,
28666356,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
28666356,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,32.0,32379554.0,,,
30561226,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99246828.0,,,,,
30627653,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98274027.0,,,,,
30701573,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32373430.0,,,,,
30710838,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
30723089,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88270810.0,,,,,
30812033,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32261767.0,,,,,
30938714,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98015333.0,,,,,
31006906,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99422501.0,,,,,
31026410,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32166036.0,,,,,
31090548,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,87113652.0,,,,,
31218002,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,91301225.0,,,,,
31256885,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32240734.0,,,,,
31324047,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91470005.0,,,,,
31398291,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99354001.0,,,,,
31436743,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91470005.0,,,,,
31490435,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84102619.0,,,,,
31543359,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88128384.0,,,,,
31557316,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21022330.0,,,,,
31605901,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91243944.0,,,,,
31919409,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32240047.0,,,,,
32026377,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32125584.0,,,,,
32031245,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88074791.0,,,,,
32053825,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32148318.0,,,,,
32054540,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32268788.0,,,,,
32440608,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30834525.0,,,,,
32565659,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88149854.0,,,,,
32712087,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32311858.0,,,,,
32729397,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88858882.0,,,,,
32747783,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88874226.0,,,,,
32827400,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99085567.0,,,,,
32991330,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88391205.0,,,,,
33016780,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88579924.0,,,,,
33017725,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32365308.0,,,,,
33047214,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32168377.0,,,,,
33079119,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32226741.0,,,,,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32213609.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32213609.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32712838.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32341136,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32213609.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32712838.0,,,"1200000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,54123000.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,54123468.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,54123468.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381558.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381557.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
18848204,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,30381500.0,,,"151000,00",5.0,
33521199,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30834525.0,,,,,
33528411,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88854630.0,,,,,
33544897,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,30255738.0,,,,,
33648838,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30319807.0,,,,,
33664356,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,97172417.0,,,,,
33726895,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32150698.0,,,,,
33802918,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
34048519,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91025489.0,,,,,
34077785,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
34119700,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88725894.0,,,,,
34131455,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32150698.0,,,,,
34161146,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32214714.0,,,,,
34174764,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32132000.0,,,,,
34318245,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30264880.0,,,,,
34355253,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,84002502.0,,,,,
34457497,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99890104.0,,,,,
34705774,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32125584.0,,,,,
34890677,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32162552.0,,,,,
34907503,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88093773.0,,,,,
35275596,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88367380.0,,,,,
35300887,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,,,
35371572,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32185098.0,,,,,
35377120,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99090084.0,,,,,
35408906,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98859103.0,,,,,
35432324,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32151206.0,,,,,
35668764,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91996788.0,,,,,
35670528,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32414520.0,,,,,
35671765,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32136057.0,,,,,
32216496,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32150698.0,,,,,
32216496,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32154251.0,,,,,
35713530,JUIZ DE FORA,OBRAS DE ALVENARIA,0.0,0.0,,,,,
35728517,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,31157272.0,,,,,
35728517,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,31157272.0,,,,,
35793609,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32179314.0,,,,,
35862752,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88031647.0,,,,,
35939144,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88418944.0,,,,,
36125119,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84112052.0,,,,,
36133181,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88371470.0,,,,,
27642986,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,99772230.0,,,,,
36287550,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91435480.0,,,,,
36482235,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84239691.0,,,,,
36543285,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91386729.0,,,,,
36591981,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99995455.0,,,,,
36595131,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99824739.0,,,,,
36651231,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91550873.0,,,,,
36730036,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88834351.0,,,,,
36762264,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91382504.0,,,,,
36768993,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99826349.0,,,,,
36828411,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30844807.0,,,,,
36907853,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99826863.0,,,,,
34445579,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,,,
34445579,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,,,
37285462,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30265099.0,,,,,
37369555,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88714304.0,,,,,
37533900,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91941617.0,,,,,
37599649,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99123434.0,,,,,
37706668,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91488392,,,,,
37727515,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91445359,,,,,
37759154,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99873261,,,,,
37770306,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32341346,,,,,
37764513,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98172254.0,,,,,
30128553,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,84845197.0,,,,,
38104012,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88720053.0,,,,,
38153317,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,,,
38185531,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98344058.0,,,,,
38188506,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99504499.0,,,,,
38227251,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32233604.0,,,,,
38258544,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98816567.0,,,,,
38289009,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
30709998,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32162606.0,,,,,
38339962,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99284475.0,,,,,
38388283,JUIZ DE FORA,OBRAS DE ALVENARIA,31.0,92814899.0,,,,,
38453623,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98091423.0,,,,,
